,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,F,M,College,Doctorate,Graduate,High School,Post-Graduate,Uneducated,Divorced,Married,Single,Blue,Gold,Silver
3389,0.3069306930693069,0.7592592592592593,0.4974974974974975,0.3788788788788789,0.34184184184184185,0.32232232232232233,0.3743743743743744,0.5325710696259301,0.8693693693693694,0.7192192192192193,0.8868868868868869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3390,0.504950495049505,0.2702702702702703,0.7027027027027026,0.3788788788788789,0.6691691691691692,0.9743990724912218,0.6876876876876877,0.8187689311935952,0.7277277277277278,0.4894894894894895,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3395,0.0,0.7287287287287287,1.0,0.7352352352352352,0.6691691691691692,0.8089445221883398,0.8853853853853855,0.45485825399415947,0.3788788788788789,0.8778778778778779,0.3148148148148148,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3396,0.702970297029703,0.8378378378378378,0.7027027027027026,0.1091091091091091,0.11211211211211211,0.990638973813555,0.13913913913913914,0.4764809384164223,0.5475475475475475,0.6451451451451451,0.2867867867867868,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3398,0.702970297029703,0.6656656656656657,0.11411411411411411,0.7352352352352352,0.34184184184184185,0.8980910797126469,0.4394394394394394,0.2786691631053234,0.24024024024024024,0.045545545545545546,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3399,1.0,0.4984984984984985,0.4974974974974975,0.1091091091091091,0.9074074074074074,0.8357932335222473,0.45795795795795796,0.7927927927927928,0.7277277277277278,0.4104104104104104,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3400,0.3069306930693069,0.4984984984984985,0.27877877877877877,0.7352352352352352,0.34184184184184185,0.8829750769311819,0.5558635558635558,0.16964784058019894,0.2702702702702703,0.9541746224613782,0.39164490861618795,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3404,1.0,0.1126126126126126,0.4974974974974975,0.7352352352352352,0.0,0.13784370477568741,0.57007007007007,0.5035989808099678,0.2982982982982983,0.8653653653653655,0.9024024024024024,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3405,0.3069306930693069,0.4984984984984985,0.7027027027027026,0.1091091091091091,0.9074074074074074,0.7559155703708023,0.9384481413929265,0.25463759002980746,0.15015015015015015,0.9586988144213577,0.5315315315315315,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3406,1.0,0.7287287287287287,1.0,0.3788788788788789,0.9074074074074074,0.6050700445910886,0.006943239021003298,0.6119452786119453,0.43093093093093093,0.38038038038038036,0.643603133159269,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3409,0.504950495049505,0.8123123123123124,0.27877877877877877,0.3788788788788789,0.9074074074074074,0.8361295903904532,0.4664664664664665,0.5982533353025158,0.607107107107107,0.2302302302302302,0.39039039039039036,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3410,0.3069306930693069,0.8613613613613613,1.0,0.3788788788788789,0.987987987987988,0.7969622129269285,0.9743555673664629,0.6406406406406406,0.8693693693693694,0.7192192192192193,0.4214214214214214,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3413,0.504950495049505,0.6336336336336337,0.4974974974974975,0.7352352352352352,0.9074074074074074,0.948948948948949,0.4664664664664665,0.7240938963144802,0.8268268268268268,0.5645645645645645,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3415,0.3069306930693069,0.7857857857857857,0.4974974974974975,0.3788788788788789,0.0,0.5186235339605619,0.17017017017017017,0.7207207207207207,0.607107107107107,0.3563563563563563,0.675853631409187,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3417,0.702970297029703,0.3303303303303303,0.7027027027027026,0.7352352352352352,0.9074074074074074,0.2724312590448625,0.2542542542542543,0.43891737312789947,0.35235235235235235,0.8408408408408408,0.7667667667667668,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3418,0.504950495049505,0.985985985985986,0.0,0.97997997997998,0.987987987987988,0.8668654442831946,0.0037050962744903542,0.2132132132132132,0.2982982982982983,0.01928908564276326,0.47197197197197194,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3420,0.3069306930693069,0.9034034034034034,1.0,0.7352352352352352,0.9074074074074074,0.2982982982982983,0.7647647647647647,0.6926926926926927,0.4674674674674675,0.3658658658658659,0.7787787787787788,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3421,0.3069306930693069,0.13413413413413414,0.7027027027027026,0.7352352352352352,0.9074074074074074,0.9311335913632365,0.04454454454454454,0.5066530938704282,0.7077077077077077,0.1936936936936937,0.27127127127127126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3422,0.504950495049505,0.24224224224224222,1.0,0.7352352352352352,0.34184184184184185,0.5630630630630631,0.9769443219882367,0.32959479015918963,0.12112112112112111,0.512012012012012,0.6841841841841843,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3424,0.3069306930693069,0.4984984984984985,0.27877877877877877,0.7352352352352352,0.6691691691691692,0.5354116553101325,0.03351659202723033,0.11169308843727449,0.2702702702702703,0.8629078409193134,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3426,0.504950495049505,0.4984984984984985,0.27877877877877877,0.3788788788788789,0.6691691691691692,0.7004113053407917,0.7107107107107107,0.7459478119930849,0.6856856856856857,0.5590590590590591,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3427,1.0,0.8613613613613613,0.7027027027027026,0.3788788788788789,0.34184184184184185,0.6063881436243699,0.07107107107107107,0.09559559559559559,0.04804804804804805,0.949464148436248,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3430,0.702970297029703,0.13413413413413414,0.27877877877877877,0.3788788788788789,0.6691691691691692,0.8901663959812606,0.7122122122122122,0.19197207332800553,0.24024024024024024,0.9902772326843211,0.4034034034034034,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3432,0.3069306930693069,0.9814814814814815,0.7027027027027026,0.1091091091091091,0.34184184184184185,0.829851391178242,0.017280313488844297,0.6269105562120895,0.44244244244244246,0.7442442442442443,0.3713713713713714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3435,0.3069306930693069,0.4984984984984985,1.0,0.7352352352352352,0.9074074074074074,0.25725725725725723,0.9169169169169169,0.47231634444749204,0.8483483483483483,0.5315315315315315,0.6396396396396397,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3436,0.504950495049505,0.24224224224224222,1.0,0.7352352352352352,1.0,0.6702317290552583,0.12712712712712712,0.22622622622622623,0.12112112112112111,0.02702702702702703,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3437,1.0,0.4984984984984985,0.7027027027027026,0.7352352352352352,0.6691691691691692,0.8998298710232867,0.03850169352587408,0.09679211140843298,0.16566566566566565,0.08658658658658658,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3439,0.702970297029703,0.9359359359359358,0.4974974974974975,0.1091091091091091,0.34184184184184185,0.9068885949420442,0.7647647647647647,0.5008689603383782,0.7277277277277278,0.22422422422422422,0.2867867867867868,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3440,0.3069306930693069,0.3303303303303303,1.0,0.3788788788788789,0.9074074074074074,0.6539994685091682,0.9084084084084083,0.6089466748695957,0.5655655655655656,0.6946946946946947,0.5195195195195195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3441,0.702970297029703,0.6336336336336337,0.7027027027027026,0.3788788788788789,0.34184184184184185,0.8121664089389933,0.26226226226226224,0.22379334865081732,0.24024024024024024,0.1046046046046046,0.2549215882549216,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3442,0.3069306930693069,0.3633633633633634,0.27877877877877877,0.1091091091091091,0.34184184184184185,0.6016016016016016,0.3488488488488488,0.27422929621782394,0.1816816816816817,0.11761761761761762,0.6441362562359003,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3443,1.0,0.8378378378378378,0.7027027027027026,0.3788788788788789,0.9074074074074074,0.7840898437715413,0.12812812812812813,0.5019559051227748,0.7487487487487487,0.6971971971971972,0.37487487487487486,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3445,0.504950495049505,0.7287287287287287,1.0,0.1091091091091091,0.11211211211211211,0.6244057074826306,0.06806806806806806,0.454415513116451,0.607107107107107,0.5285285285285285,0.45295295295295296,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3446,1.0,0.6656656656656657,0.4974974974974975,0.1091091091091091,0.11211211211211211,0.9967829698101787,0.8832990885622466,0.4536050465192529,0.5860860860860861,0.15765765765765766,0.25875875875875876,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3447,0.504950495049505,0.8613613613613613,0.27877877877877877,0.1091091091091091,0.6691691691691692,0.7150052266463937,0.10367715591596188,0.49437814746970515,0.5860860860860861,0.0970970970970971,0.46646646646646645,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3449,0.3069306930693069,0.4984984984984985,1.0,0.7352352352352352,0.34184184184184185,0.1180441875744719,0.1066066066066066,0.27227227227227224,0.21121121121121122,0.5965965965965966,0.8183183183183182,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3451,0.3069306930693069,0.4984984984984985,0.27877877877877877,0.7352352352352352,0.6691691691691692,0.6688211567143884,0.3773773773773774,0.2610853315430725,0.3313313313313313,0.3688688688688689,0.3123123123123123,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3452,0.702970297029703,0.13413413413413414,0.4974974974974975,0.3788788788788789,0.6691691691691692,0.9446801444224125,0.06706706706706707,0.21907963982150205,0.1086086086086086,0.0960960960960961,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3454,0.3069306930693069,0.6336336336336337,0.4974974974974975,0.3788788788788789,0.34184184184184185,0.4580716112631006,0.5015015015015015,0.7137137137137137,0.6281281281281281,0.5815815815815816,0.9429429429429429,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3455,0.702970297029703,0.24224224224224222,0.27877877877877877,0.7352352352352352,0.9074074074074074,0.4178039790943017,0.7627627627627628,0.36053361053361044,0.38788788788788786,0.6651651651651651,0.9693029703049744,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3457,0.504950495049505,0.4984984984984985,1.0,0.7352352352352352,0.34184184184184185,0.6605143605143604,0.3538538538538538,0.277396397183966,0.2982982982982983,0.06859300245127015,0.643603133159269,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3458,1.0,0.6656656656656657,1.0,0.3788788788788789,0.0,0.8429446152400865,0.3303303303303303,0.3051553549730949,0.22572572572572572,0.3823823823823824,0.4264264264264264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3459,0.0,0.4984984984984985,1.0,0.1091091091091091,0.9074074074074074,0.7477477477477478,0.7942942942942943,0.5455455455455456,0.5295295295295295,0.5905905905905906,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3461,0.3069306930693069,0.4984984984984985,0.27877877877877877,0.1091091091091091,0.34184184184184185,0.8147977838450607,0.525025025025025,0.6576576576576576,0.607107107107107,0.28228228228228225,0.3808808808808809,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3464,0.3069306930693069,0.2982982982982983,0.7027027027027026,0.3788788788788789,0.9074074074074074,0.7377342458358336,0.8658658658658659,0.5825825825825826,0.8483483483483483,0.7507507507507507,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3465,0.702970297029703,0.2982982982982983,1.0,0.3788788788788789,0.6691691691691692,0.9674660649392891,0.17417417417417416,0.5975975975975976,0.4674674674674675,0.4624624624624625,0.2732732732732733,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3466,1.0,0.4984984984984985,0.27877877877877877,0.7352352352352352,0.11211211211211211,0.9985029750968896,0.18410569240827535,0.9371418417662476,0.5295295295295295,0.32232232232232233,0.3203203203203203,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3467,0.702970297029703,0.2982982982982983,0.27877877877877877,0.97997997997998,0.34184184184184185,0.9964610347659394,0.9121621621621622,0.46939940625713633,0.7277277277277278,0.11761761761761762,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3468,0.0,0.8613613613613613,0.4974974974974975,0.7352352352352352,0.11211211211211211,0.5005005005005005,0.06706706706706707,0.7200533867200534,0.3433433433433434,0.9224224224224224,0.7287287287287287,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3471,0.3069306930693069,0.4984984984984985,0.27877877877877877,0.3788788788788789,0.9074074074074074,0.4712151874959228,0.17417417417417416,0.4786570009499946,0.6476476476476476,0.4564564564564565,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3473,0.3069306930693069,0.9034034034034034,0.7027027027027026,0.3788788788788789,0.6691691691691692,0.7449054067825087,0.488988988988989,0.45546671625139457,0.5860860860860861,0.5680680680680681,0.3683683683683684,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3474,1.0,0.6336336336336337,0.11411411411411411,0.3788788788788789,0.34184184184184185,0.8322714984426165,0.18618618618618618,0.2902902902902903,0.22572572572572572,0.8083083083083082,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3476,0.3069306930693069,0.6656656656656657,0.4974974974974975,0.7352352352352352,0.6691691691691692,0.5708007237822097,0.2602602602602603,0.488705819824608,0.5295295295295295,0.5905905905905906,0.5845845845845846,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3478,1.0,0.4984984984984985,1.0,0.7352352352352352,0.0,0.7839198104450094,0.18618618618618618,0.6003305492908517,0.6476476476476476,0.3003003003003003,0.5135135135135135,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3480,0.3069306930693069,0.3633633633633634,0.7027027027027026,0.3788788788788789,0.9074074074074074,0.6766223701707572,0.18768768768768768,0.5578272447204486,0.513013013013013,0.6336336336336337,0.43343343343343343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3481,0.3069306930693069,0.8123123123123124,0.27877877877877877,0.7352352352352352,0.6691691691691692,0.739892204465815,0.9259259259259259,0.41541541541541543,0.40740740740740744,0.7747747747747747,0.3063063063063063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3482,0.3069306930693069,0.7287287287287287,1.0,0.7352352352352352,0.6691691691691692,0.9275953800294158,0.7572572572572573,0.6096252753556123,0.6856856856856857,0.5590590590590591,0.3330830830830834,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3483,0.504950495049505,0.4984984984984985,0.7027027027027026,0.3788788788788789,0.34184184184184185,0.8779239670109207,0.8868868868868869,0.4898639738880746,0.607107107107107,0.7032032032032032,0.42492492492492495,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3484,0.3069306930693069,0.3303303303303303,0.7027027027027026,0.1091091091091091,0.6691691691691692,0.12118797552463312,0.13613613613613612,0.5663634291930177,0.7277277277277278,0.18268268268268267,0.7547547547547547,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3487,0.3069306930693069,0.24224224224224222,0.27877877877877877,0.1091091091091091,0.34184184184184185,0.5152246064246064,0.2147147147147147,0.6953843498671085,0.9429429429429429,0.1781781781781782,0.44190306811666047,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3489,0.702970297029703,0.0935935935935936,0.27877877877877877,0.7352352352352352,0.34184184184184185,0.8597426614127339,0.8818818818818819,0.4842751192308714,0.6476476476476476,0.3758758758758759,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3490,0.3069306930693069,0.9814814814814815,0.27877877877877877,0.3788788788788789,0.34184184184184185,0.36798286335680325,0.5105105105105106,0.26886990824690504,0.16566566566566565,0.47297297297297297,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3491,1.0,0.8123123123123124,0.4974974974974975,0.3788788788788789,0.6691691691691692,0.8585468651413866,0.18768768768768768,0.48773954732764796,0.35235235235235235,0.15765765765765766,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3492,0.702970297029703,0.18568568568568566,0.27877877877877877,0.7352352352352352,0.34184184184184185,0.9018815577056709,0.08058058058058058,0.1847247247247247,0.35235235235235235,0.11311311311311312,0.3537859007832901,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3493,0.702970297029703,0.6966966966966966,0.4974974974974975,0.7352352352352352,0.6691691691691692,0.879884318791538,0.9053627228532173,0.5145145145145145,0.38788788788788786,0.9381881881881882,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3494,0.0,0.8378378378378378,0.7027027027027026,0.3788788788788789,0.9074074074074074,0.4537003066414831,0.9234234234234233,0.5825825825825826,0.7277277277277278,0.7307307307307307,0.7537537537537538,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3499,0.702970297029703,0.4984984984984985,0.7027027027027026,0.1091091091091091,0.34184184184184185,0.6693931300223007,0.8558558558558559,0.45583860171067314,0.4974974974974975,0.8338338338338338,0.45945945945945943,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3500,0.0,0.6656656656656657,0.27877877877877877,0.1091091091091091,0.34184184184184185,0.9939888785715049,0.05755755755755751,0.43558577156843054,0.4974974974974975,0.3843843843843844,0.3123123123123123,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3501,0.3069306930693069,0.6656656656656657,0.11411411411411411,0.7352352352352352,0.6691691691691692,0.7425840011247012,0.11611611611611611,0.22859910950648193,0.1816816816816817,0.18268268268268267,0.4934934934934935,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3504,0.3069306930693069,0.9204204204204204,0.7027027027027026,0.7352352352352352,0.11211211211211211,0.6328074272489584,0.5365365365365365,0.49573417419394056,0.513013013013013,0.4419419419419419,0.5305305305305306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3505,0.504950495049505,0.4984984984984985,0.27877877877877877,0.1091091091091091,0.6691691691691692,0.07000689144551098,0.2872872872872873,0.6079412746079412,0.482982982982983,0.6171171171171171,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3507,0.3069306930693069,1.0,0.4974974974974975,0.3788788788788789,0.34184184184184185,0.7801063114804179,0.8488488488488488,0.6556556556556556,0.8268268268268268,0.7772772772772774,0.503003003003003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3508,0.702970297029703,0.8613613613613613,0.7027027027027026,0.7352352352352352,0.34184184184184185,0.9316238804756549,0.28228228228228225,0.5511121842404795,0.5295295295295295,0.32232232232232233,0.26876876876876876,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3510,0.504950495049505,0.4984984984984985,1.0,0.3788788788788789,0.34184184184184185,0.9830979373666552,0.11711711711711711,0.2876068572831776,0.38788788788788786,0.1434039516941071,0.25725725725725723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3513,0.3069306930693069,0.9734734734734735,0.7027027027027026,0.7352352352352352,0.9074074074074074,0.7312509830348769,0.9476910448280591,0.7754451235716184,0.7687687687687688,0.7987987987987988,0.3353353353353353,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3515,0.504950495049505,0.6966966966966966,0.27877877877877877,0.3788788788788789,0.34184184184184185,0.9504124219569752,0.5635635635635636,0.5402502318928832,0.8268268268268268,0.2757757757757758,0.2852852852852853,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3516,0.504950495049505,0.2122122122122122,0.4974974974974975,0.3788788788788789,0.6691691691691692,0.2660646787064259,0.6986986986986987,0.2852852852852853,0.31931931931931934,0.545045045045045,0.6776776776776777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3518,0.3069306930693069,0.4984984984984985,0.27877877877877877,0.1091091091091091,0.6691691691691692,0.6365617394846602,0.3538538538538538,0.7570904237570905,0.6661661661661662,0.8193193193193193,0.5915915915915916,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3521,0.702970297029703,0.4984984984984985,0.4974974974974975,0.1091091091091091,0.6691691691691692,0.8198456629520074,0.008503853308530441,0.14914914914914915,0.04804804804804805,0.15765765765765766,0.40490490490490494,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3522,0.3069306930693069,0.7857857857857857,0.27877877877877877,0.3788788788788789,0.9074074074074074,0.7711720870882922,0.17967967967967968,0.24962113470852776,0.36086086086086083,0.07390724057390724,0.3963963963963964,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3525,0.504950495049505,0.2982982982982983,0.4974974974974975,0.7352352352352352,0.11211211211211211,0.9839908573703091,0.6436436436436437,0.5840777422125624,0.7277277277277278,0.6536536536536537,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3526,0.3069306930693069,0.8613613613613613,0.7027027027027026,0.3788788788788789,0.9074074074074074,0.6592019518603188,0.09240627990627988,0.494080882309182,0.7882882882882882,0.7722722722722724,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3527,0.0,0.9034034034034034,1.0,0.1091091091091091,0.6691691691691692,0.9868464458989675,0.03203203203203203,0.17531559097824156,0.24024024024024024,0.03003003003003003,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3529,0.504950495049505,0.8828828828828829,0.27877877877877877,0.97997997997998,0.34184184184184185,0.9588907171698001,0.8558558558558559,0.5094674556213018,0.4674674674674675,0.4624624624624625,0.27806788511749353,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3530,0.702970297029703,0.2982982982982983,0.7027027027027026,0.1091091091091091,0.6691691691691692,0.8332546722055139,0.3148148148148148,0.4498009943699179,0.482982982982983,0.7922922922922924,0.29929929929929927,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3533,0.504950495049505,0.2982982982982983,0.7027027027027026,0.9494494494494494,0.6691691691691692,0.08073423868093166,0.10510510510510511,0.21765049278047544,0.1816816816816817,0.11761761761761762,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3534,0.702970297029703,0.4984984984984985,0.27877877877877877,0.1091091091091091,0.6691691691691692,0.6996996996996997,0.8608608608608609,0.48083609925715187,0.5655655655655656,0.8888888888888888,0.4794794794794795,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3536,0.3069306930693069,0.957957957957958,0.7027027027027026,0.7352352352352352,0.34184184184184185,0.7041855794471571,0.28478478478478475,0.7562562562562563,0.5475475475475475,0.23373373373373374,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3537,0.3069306930693069,0.07707707707707707,0.27877877877877877,0.1091091091091091,0.34184184184184185,0.7358648072371663,0.5540540540540541,0.3863922721545569,0.3088088088088088,0.9401055851279473,0.5665665665665666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3538,1.0,0.6656656656656657,0.4974974974974975,0.1091091091091091,0.34184184184184185,0.7871696893406962,0.23573573573573575,0.45669393215204734,0.3683683683683684,0.5340340340340339,0.3883883883883884,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
